source,source_id,company,title,url,location,remote_status,florida_eligible,salary_min,salary_max,score,decision,reasons,gaps
lever,2bf520a7-505a-425b-942d-1d6182a08d6b,Rover,Senior Application Admin - Zendesk,https://jobs.lever.co/rover/2bf520a7-505a-425b-942d-1d6182a08d6b,Spain,onsite,,,,28,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, process improvement, implementation, project management, crm, stakeholder): +23.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,3070b93e-ef1c-4ab3-9a89-c2d977719a42,Rover,Senior Application Analyst - Zendesk,https://jobs.lever.co/rover/3070b93e-ef1c-4ab3-9a89-c2d977719a42,Spain,onsite,,,,28,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, process improvement, implementation, project management, crm, stakeholder): +23.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,fda6e912-02c1-4bd8-9fde-6df2905be5b5,Rover,Social Media Specialist (Trust and Safety),https://jobs.lever.co/rover/fda6e912-02c1-4bd8-9fde-6df2905be5b5,Remote,remote,,,,28,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (crm, workflow, ai): +8.",Florida eligibility is unknown. | Compensation is not published or verified.
lever,ff7ab5d9-ae09-4870-a82a-72d230c612c3,Agile Defense,"Network Engineers, Senior Engineers & Architects (CBP)",https://jobs.lever.co/agile-defense/ff7ab5d9-ae09-4870-a82a-72d230c612c3,"Ashburn, VA",hybrid,,90000,150000,27,verify,"Role-family alignment: +5. | Published base floor clears $90,000: +16. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown.
lever,ee728133-390f-470d-bad0-a5860091d487,Rover,"Senior Director, HRBPs and Employee Experience",https://jobs.lever.co/rover/ee728133-390f-470d-bad0-a5860091d487,Seattle,onsite,,180483,243652,27,verify,"Role-family alignment: +5. | Published base floor is at least $110,000: +20. | Evidence-aligned keywords (ai): +2.",Remote status is not verified. | Florida eligibility is unknown.
lever,82554071-b04b-4a2b-9f29-e455b8f6ec52,Agile Defense,IT Customer Service Technician,https://jobs.lever.co/agile-defense/82554071-b04b-4a2b-9f29-e455b8f6ec52,"Redstone Arsenal, AL",remote,,,,26,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,b9e713c9-901d-4add-8fb2-63f956e9a570,Agile Defense,IT Customer Service Technician,https://jobs.lever.co/agile-defense/b9e713c9-901d-4add-8fb2-63f956e9a570,"Detroit Arsenal, MI",remote,,,,26,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,d9cc70f9-8c00-42a6-8053-7d5db72bd655,Agile Defense,IT Customer Service Technician,https://jobs.lever.co/agile-defense/d9cc70f9-8c00-42a6-8053-7d5db72bd655,"Redstone Arsenal, AL",remote,,,,26,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,d03b0223-99a4-4937-b508-6e71fffc118f,Agile Defense,"Mobility Analysts, Mobility Engineers, VTC Analysts & Senior VTC Engineers (CBP)",https://jobs.lever.co/agile-defense/d03b0223-99a4-4937-b508-6e71fffc118f,"Ashburn, VA",remote,,,,26,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (operations, ai): +6.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7a592c84-6306-4ee6-b24b-cdf44361e9cd,Arbital Health,AI Engineer,https://jobs.lever.co/arbitalhealth/7a592c84-6306-4ee6-b24b-cdf44361e9cd,San Francisco OR Remote,hybrid,,,,26,verify,"Role-family alignment: +5. | Remote indicated in location: +10; eligibility still requires verification. | Evidence-aligned keywords (workflow, automation, stakeholder, ai): +11.",Florida eligibility is unknown. | Compensation is not published or verified.
lever,a81ab324-969a-44f1-89b4-e7ff7487a735,Rover,"Software Engineer, Price Experience",https://jobs.lever.co/rover/a81ab324-969a-44f1-89b4-e7ff7487a735,Seattle,hybrid,,108694,136046,26,verify,"Role-family alignment: +5. | Published base floor clears $90,000: +16. | Evidence-aligned keywords (workflow, ai): +5.",Remote status is not verified. | Florida eligibility is unknown.
lever,764b77ec-f006-4043-a099-edfdd0fb6bfd,Swiftly,Careers at Swiftly: Open Application,https://jobs.lever.co/goswift/764b77ec-f006-4043-a099-edfdd0fb6bfd,San Francisco,remote,,,,26,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (operations, ai): +6.",Florida eligibility is unknown. | Compensation is not published or verified.
lever,10edd8dc-7bb2-4005-8e10-917713c101ba,Agile Defense,SharePoint Developer II,https://jobs.lever.co/agile-defense/10edd8dc-7bb2-4005-8e10-917713c101ba,Remote,remote,,,,25,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (workflow, ai): +5.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,59633d9a-97fa-45e7-b652-252bed0b9b70,Arbital Health,"Actuary/Senior Actuary, Consulting Practice",https://jobs.lever.co/arbitalhealth/59633d9a-97fa-45e7-b652-252bed0b9b70,Remote,remote,,,,25,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (stakeholder, ai): +5.",Florida eligibility is unknown. | Compensation is not published or verified.
lever,609c9994-ccdc-4a2e-b34d-c25cfdccb0c6,Arbital Health,Full Stack Engineer,https://jobs.lever.co/arbitalhealth/609c9994-ccdc-4a2e-b34d-c25cfdccb0c6,San Francisco OR Remote,remote,,,,25,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (stakeholder, ai): +5.",Florida eligibility is unknown. | Compensation is not published or verified.
lever,01657eb1-f6ac-4f4d-870a-8b840dd6f0a5,Vida Health,Member Services Agent I,https://jobs.lever.co/vida/01657eb1-f6ac-4f4d-870a-8b840dd6f0a5,United States,remote,,,,25,verify,"Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (crm, ai): +5.",Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,37c0e7a1-cc55-4f74-8937-56805fafcdcb,Agile Defense,Graphic Artist,https://jobs.lever.co/agile-defense/37c0e7a1-cc55-4f74-8937-56805fafcdcb,Remote,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,c75371eb-f9a0-4b99-bbae-18e42381445a,Agile Defense,Linux Systems Engineer,https://jobs.lever.co/agile-defense/c75371eb-f9a0-4b99-bbae-18e42381445a,"Oahu, HI",hybrid,,,,22,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, process improvement, implementation, automation, ai): +17.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,fa3b2c6b-44be-4f70-b9ec-ba9cfa51193f,Agile Defense,"Program Managers, Deputy Program Managers, Senior Project Managers & Project Managers (CBP)",https://jobs.lever.co/agile-defense/fa3b2c6b-44be-4f70-b9ec-ba9cfa51193f,"Reston, VA",hybrid,,,,22,verify,"Role-family alignment: +16. | Evidence-aligned keywords (operations, ai): +6.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,d5c2668f-79c8-4c1d-8c09-ed7e115653c1,Agile Defense,SharePoint Administrator III,https://jobs.lever.co/agile-defense/d5c2668f-79c8-4c1d-8c09-ed7e115653c1,Remote,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,dcc99259-da66-4a03-92a8-39ba191cd9bc,Vida Health,Health Coach,https://jobs.lever.co/vida/dcc99259-da66-4a03-92a8-39ba191cd9bc,United States,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,6775346c-08ba-4eae-b43e-d5da8788c2a4,Vida Health,Nurse Practitioner,https://jobs.lever.co/vida/6775346c-08ba-4eae-b43e-d5da8788c2a4,United States,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,c04c3a7c-3a21-4d07-8110-6799220344fa,Vida Health,Registered Dietitian,https://jobs.lever.co/vida/c04c3a7c-3a21-4d07-8110-6799220344fa,United States,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7c8d06d3-7c41-46a4-8c3d-d9c59e7a8c9f,Vida Health,Staff Physician (MD/DO)- 100% Remote,https://jobs.lever.co/vida/7c8d06d3-7c41-46a4-8c3d-d9c59e7a8c9f,United States,remote,,,,22,verify,Role-family alignment: +5. | Verified remote arrangement: +15. | Evidence-aligned keywords (ai): +2.,Role is not clearly full-time employment. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,efd8c148-801f-48cd-b44a-1856ff7b8870,Agile Defense,Networks Plans & Programs Level 2,https://jobs.lever.co/agile-defense/efd8c148-801f-48cd-b44a-1856ff7b8870,"Shaw AFB, SC",onsite,,,,21,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, process improvement, project management, workflow, ai): +16.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,8f196201-7696-436c-924c-798b5c91f7ed,Agile Defense,Platform DevOps Engineer,https://jobs.lever.co/agile-defense/8f196201-7696-436c-924c-798b5c91f7ed,"Arlington, VA",onsite,,,,21,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, automation, stakeholder, ai): +16.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,e0b58e19-4582-4a0f-8820-b9f21bb37a89,Agile Defense,Security Engineer,https://jobs.lever.co/agile-defense/e0b58e19-4582-4a0f-8820-b9f21bb37a89,"Springfield, VA",onsite,,,,21,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, automation, sop, ai): +16.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,2badfa4c-a2fa-46b5-940c-e86b7d0f0b31,Agile Defense,System Administrator (Intermediate),https://jobs.lever.co/agile-defense/2badfa4c-a2fa-46b5-940c-e86b7d0f0b31,"Redstone Arsenal, AL",onsite,,,,21,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, automation, sop, ai): +16.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,f6784a41-cf0d-4dde-81f8-e172eefb01b0,BAMKO,Logistics Coordinator,https://jobs.lever.co/bamko/f6784a41-cf0d-4dde-81f8-e172eefb01b0,Remote,remote,,,,20,verify,Role-family alignment: +5. | Verified remote arrangement: +15.,Florida eligibility is unknown. | Compensation is not published or verified.
lever,e48f4449-289b-4c33-9261-29999078522c,Agile Defense,ACAS Administrator - Mid Level,https://jobs.lever.co/agile-defense/e48f4449-289b-4c33-9261-29999078522c,"Quantico, VA",onsite,,,,18,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, sop, ai): +13.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,92affb7f-0bd7-4c96-a9b7-7fdd1bffa8ae,Agile Defense,ACAS Administrator - Senior Level,https://jobs.lever.co/agile-defense/92affb7f-0bd7-4c96-a9b7-7fdd1bffa8ae,"Quantico, VA",onsite,,,,18,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, sop, ai): +13.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,ae305bc6-4d94-4e35-83cb-c6cb3eea211d,Agile Defense,Penetration Tester III,https://jobs.lever.co/agile-defense/ae305bc6-4d94-4e35-83cb-c6cb3eea211d,"Springfield, VA",hybrid,,,,18,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, workflow, ai): +13.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,b1b77af0-af49-417c-8ca8-a8b6ba2339be,Agile Defense,Data Operations Technical Lead,https://jobs.lever.co/agile-defense/b1b77af0-af49-417c-8ca8-a8b6ba2339be,"Tampa, FL",onsite,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, workflow, stakeholder, ai): +12.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,aaba6e20-a78d-4164-9941-6fbeedca8d3e,Agile Defense,Data Science & Analytics Technical Lead,https://jobs.lever.co/agile-defense/aaba6e20-a78d-4164-9941-6fbeedca8d3e,"Tampa, FL",onsite,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, workflow, stakeholder, ai): +12.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,bb23e7f5-8e40-4b72-bf2c-d0f51cff71a4,Agile Defense,Senior Acquisition SME — Mission Modernization,https://jobs.lever.co/agile-defense/bb23e7f5-8e40-4b72-bf2c-d0f51cff71a4,"Arlington, VA",onsite,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (program management, workflow, stakeholder, ai): +12.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,fa51c167-591b-4b68-b9b1-2b27a0d76930,Agile Defense,Senior Technical Lead — Mission Engineering,https://jobs.lever.co/agile-defense/fa51c167-591b-4b68-b9b1-2b27a0d76930,"Arlington, VA",onsite,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, workflow, stakeholder, ai): +12.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,0e175286-84b7-4221-86dd-78e24db15943,Rover,Director of Analytics,https://jobs.lever.co/rover/0e175286-84b7-4221-86dd-78e24db15943,Barcelona,hybrid,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, workflow, stakeholder, ai): +12.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,bf6aa5e2-d5ad-4e10-8257-1990ca2533c2,Rover,Senior Product Designer,https://jobs.lever.co/rover/bf6aa5e2-d5ad-4e10-8257-1990ca2533c2,Barcelona,hybrid,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, stakeholder, sop, ai): +12.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4be50ec7-1224-4f05-9a53-92f015875f8d,Rover,Senior Product Designer Price Experience,https://jobs.lever.co/rover/4be50ec7-1224-4f05-9a53-92f015875f8d,Seattle,hybrid,,,,17,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, stakeholder, sop, ai): +12.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,77caf33f-dbd4-4a60-aec3-39bb91552d20,Agile Defense,Product Manager,https://jobs.lever.co/agile-defense/77caf33f-dbd4-4a60-aec3-39bb91552d20,"Washington, D.C.",onsite,,,,16,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, automation, stakeholder, ai): +11.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,02f12f68-3dfb-45cc-95ff-0a2f35735716,Arbital Health,QA Automation Engineer,https://jobs.lever.co/arbitalhealth/02f12f68-3dfb-45cc-95ff-0a2f35735716,"San Francisco, California",onsite,,,,16,verify,"Role-family alignment: +5. | Evidence-aligned keywords (automation, stakeholder, sop, ai): +11.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,5e3a3dee-ff68-4bd2-8ce6-c40f1fda7cd3,Rover,Privacy Systems Analyst,https://jobs.lever.co/rover/5e3a3dee-ff68-4bd2-8ce6-c40f1fda7cd3,Barcelona,hybrid,,,,16,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, automation, stakeholder, ai): +11.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,f47f1eb0-0307-4485-8ad1-043987ed129c,Vida Health,Senior Backend Software Engineer IV,https://jobs.lever.co/vida/f47f1eb0-0307-4485-8ad1-043987ed129c,United States,hybrid,,,,16,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, automation, stakeholder, ai): +11.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,dc3a96be-55df-47ca-bc70-1401e31ead3c,Agile Defense,Intelligence Analyst (National Security Mission Support),https://jobs.lever.co/agile-defense/dc3a96be-55df-47ca-bc70-1401e31ead3c,"Vienna, VA",onsite,,,,15,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, program management, ai): +10.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,cf32d103-ff06-4b77-9f71-0fa881852afb,Agile Defense,Intelligence Analyst SME (National Security Mission Support),https://jobs.lever.co/agile-defense/cf32d103-ff06-4b77-9f71-0fa881852afb,"Vienna, VA",onsite,,,,15,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, program management, ai): +10.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,966ffd4d-e8a6-4775-840e-8e263b4a4921,Agile Defense,Tactical Data link (TDL) Test & Evaluation Analyst - Intermediate,https://jobs.lever.co/agile-defense/966ffd4d-e8a6-4775-840e-8e263b4a4921,"Fort Huachuca, AZ",onsite,,,,15,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, ai): +10.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7d326d62-608e-4207-9ce0-160022854fb6,Agile Defense,Tactical Data link (TDL) Test & Evaluation Analyst - Senior,https://jobs.lever.co/agile-defense/7d326d62-608e-4207-9ce0-160022854fb6,"Fort Huachuca, AZ",onsite,,,,15,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, implementation, ai): +10.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,fc68a2de-a20f-4e19-9fbc-285c751ccbbf,Agile Defense,Advanced Battle Management System (ABMS) Test & Evaluation Analyst - Senior,https://jobs.lever.co/agile-defense/fc68a2de-a20f-4e19-9fbc-285c751ccbbf,"Fort Huachuca, AZ",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4e7202a0-c01d-4d73-a699-09e42a05cfbf,Agile Defense,"Cloud Engineers, Senior Engineers, Architects & Automation Specialists (CBP)",https://jobs.lever.co/agile-defense/4e7202a0-c01d-4d73-a699-09e42a05cfbf,"Reston, VA",hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, automation, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,b6a15314-be97-4737-92d4-96d3ea8254be,Agile Defense,Configuration Management Specialist,https://jobs.lever.co/agile-defense/b6a15314-be97-4737-92d4-96d3ea8254be,"Quantico, VA",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,e7a9c57d-3dbd-40f0-8274-9af10332ed28,Agile Defense,Customer Support Technician,https://jobs.lever.co/agile-defense/e7a9c57d-3dbd-40f0-8274-9af10332ed28,"Colorado Springs, CO",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, sop, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,98189ef7-8c90-4ccd-b92e-7052b724a773,Agile Defense,Full Stack Engineer / Software Developer (CBP),https://jobs.lever.co/agile-defense/98189ef7-8c90-4ccd-b92e-7052b724a773,"Ashburn, VA",hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, automation, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,41f2c485-1086-4172-931a-d8fda7fe53de,Agile Defense,Information Systems Security Engineer - SME,https://jobs.lever.co/agile-defense/41f2c485-1086-4172-931a-d8fda7fe53de,"Washington, D.C.",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,4b549d4a-2c80-40c3-b4d8-2baa2a359c8a,Agile Defense,ISSO/Information Assurance Security Specialist,https://jobs.lever.co/agile-defense/4b549d4a-2c80-40c3-b4d8-2baa2a359c8a,"Quantico, VA",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, automation, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,83a51c9b-1ace-4e39-9583-731f706c7e2e,Agile Defense,Product Owner - CDAO,https://jobs.lever.co/agile-defense/83a51c9b-1ace-4e39-9583-731f706c7e2e,"Washington, D.C.",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,c7ce7e99-5070-433c-8b53-5ffab6ae82b5,Agile Defense,"Software Engineering Lead (Java, OpenFGA)",https://jobs.lever.co/agile-defense/c7ce7e99-5070-433c-8b53-5ffab6ae82b5,"Rosslyn, VA",hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, stakeholder, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,f674a127-fec6-45ec-8e9c-f4616fc89b7a,Agile Defense,Web Developer – Intermediate,https://jobs.lever.co/agile-defense/f674a127-fec6-45ec-8e9c-f4616fc89b7a,"Fort Huachuca, AZ",onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (implementation, workflow, ai): +9.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,36970285-a58f-4b4f-8916-97a562b4634e,Rover,Database Reliability Engineer,https://jobs.lever.co/rover/36970285-a58f-4b4f-8916-97a562b4634e,Barcelona,hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, automation, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,e110871c-cc69-48df-afb6-173b1b9aa36a,Rover,Finance Manager,https://jobs.lever.co/rover/e110871c-cc69-48df-afb6-173b1b9aa36a,Barcelona,onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (process improvement, stakeholder, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,966abd0e-14d3-42ba-93e8-fe24fd4c8938,Rover,Senior Data Analyst - Operations Analytics,https://jobs.lever.co/rover/966abd0e-14d3-42ba-93e8-fe24fd4c8938,Barcelona,hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, stakeholder, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7b645600-5d9f-4bda-9bc2-fb770d0e86dc,Rover,Senior Product Engineer,https://jobs.lever.co/rover/7b645600-5d9f-4bda-9bc2-fb770d0e86dc,Barcelona,hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, workflow, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,db5e968c-95b3-4514-8275-827cad3429d2,Rover,Software Engineer - Backend Platform,https://jobs.lever.co/rover/db5e968c-95b3-4514-8275-827cad3429d2,Barcelona,hybrid,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, automation, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,83c229cb-65aa-4eee-956c-98029d160a3a,Swiftly,Senior Platform Engineer,https://jobs.lever.co/goswift/83c229cb-65aa-4eee-956c-98029d160a3a,Spain,onsite,,,,14,verify,"Role-family alignment: +5. | Evidence-aligned keywords (operations, stakeholder, ai): +9.",Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,45d8560d-1321-4603-a2fc-db27f1bd3425,Agile Defense,Data Engineer - CDAO,https://jobs.lever.co/agile-defense/45d8560d-1321-4603-a2fc-db27f1bd3425,"Washington, D.C.",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,90c41f82-9287-4ea8-821b-01b17c9a7b29,Agile Defense,Data Engineer - Joint Staff,https://jobs.lever.co/agile-defense/90c41f82-9287-4ea8-821b-01b17c9a7b29,"Washington, D.C.",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,ae32370b-ab29-4857-8de8-c3b2bf745a36,Agile Defense,Data Engineer - SPACECOM,https://jobs.lever.co/agile-defense/ae32370b-ab29-4857-8de8-c3b2bf745a36,"Colorado Springs, CO",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,e6d4bce0-bd08-4b6f-9aa2-0e8d303fd89f,Agile Defense,Data Engineer - TRANSCOM,https://jobs.lever.co/agile-defense/e6d4bce0-bd08-4b6f-9aa2-0e8d303fd89f,"Scott AFB, IL",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,29f1614d-51be-4e8d-8b3c-5d5499a21dbd,Agile Defense,Data Scientist,https://jobs.lever.co/agile-defense/29f1614d-51be-4e8d-8b3c-5d5499a21dbd,"Falls Church, VA",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
lever,7b43c9ce-0101-4f9b-8f2f-8a92c4f33869,Agile Defense,Data Scientist,https://jobs.lever.co/agile-defense/7b43c9ce-0101-4f9b-8f2f-8a92c4f33869,"Washington, D.C.",hybrid,,,,13,verify,"Role-family alignment: +5. | Evidence-aligned keywords (workflow, stakeholder, ai): +8.",Role is not clearly full-time employment. | Remote status is not verified. | Florida eligibility is unknown. | Compensation is not published or verified.
